MsgID.STATE,0.0000000,False,False
MsgID.LOCAL_POSITION,21.5410000,-8.1477489,2.6626360,-49.9844398
MsgID.LOCAL_VELOCITY,21.5410000,-0.5339528,1.3666893,-0.1227855
MsgID.GLOBAL_POSITION,0.0000000,-122.3974210,37.7924053,49.9870000
MsgID.LOCAL_VELOCITY,0.0000000,-1.1300000,1.4500000,-0.0900000
MsgID.LOCAL_POSITION,21.7910000,-8.3466272,2.8682470,-49.9878006
MsgID.LOCAL_VELOCITY,21.7910000,-1.1354215,1.4567502,-0.0937167
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974152,37.7924016,49.9850000
MsgID.LOCAL_VELOCITY,0.0000000,-1.2100000,1.7200000,-0.0900000
MsgID.LOCAL_POSITION,22.0410000,-8.7601957,3.3796842,-49.9856186
MsgID.LOCAL_VELOCITY,22.0410000,-1.2146425,1.7233592,-0.0947168
MsgID.GLOBAL_POSITION,0.0000000,-122.3974105,37.7923997,49.9900000
MsgID.LOCAL_VELOCITY,0.0000000,-1.1500000,1.4100000,-0.0500000
MsgID.LOCAL_POSITION,22.2910000,-8.9717541,3.7978132,-49.9904976
MsgID.LOCAL_VELOCITY,22.2910000,-1.1552217,1.4120036,-0.0584280
MsgID.GLOBAL_POSITION,0.0000000,-122.3974081,37.7923983,50.0000000
MsgID.LOCAL_VELOCITY,0.0000000,-1.5600000,0.8800000,-0.0100000
MsgID.LOCAL_POSITION,22.5410000,-9.1223583,4.0172195,-50.0007095
MsgID.LOCAL_VELOCITY,22.5410000,-1.5600380,0.8844571,-0.0100693
MsgID.GLOBAL_POSITION,0.0000000,-122.3974057,37.7923948,50.0050000
MsgID.LOCAL_VELOCITY,0.0000000,-1.6000000,0.8600000,0.0300000
MsgID.LOCAL_POSITION,22.7910000,-9.5122843,4.2247310,-50.0058899
MsgID.LOCAL_VELOCITY,22.7910000,-1.6018116,0.8700721,0.0334892
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974005,37.7923906,50.0120000
MsgID.LOCAL_VELOCITY,0.0000000,-1.5500000,1.1100000,0.0500000
MsgID.LOCAL_POSITION,23.0410000,-9.9842205,4.6914825,-50.0127640
MsgID.LOCAL_VELOCITY,23.0410000,-1.5540407,1.1105003,0.0540126
MsgID.GLOBAL_POSITION,0.0000000,-122.3973980,37.7923863,50.0110000
MsgID.LOCAL_VELOCITY,0.0000000,-1.7700000,0.8600000,0.1300000
MsgID.LOCAL_POSITION,23.2910000,-10.4525375,4.9097714,-50.0112076
MsgID.LOCAL_VELOCITY,23.2910000,-1.7722989,0.8612330,0.1326901
MsgID.GLOBAL_POSITION,0.0000000,-122.3973967,37.7923835,49.9920000
MsgID.LOCAL_VELOCITY,0.0000000,-1.3800000,1.0000000,0.1000000
MsgID.LOCAL_POSITION,23.5410000,-10.7708578,5.0234346,-49.9929581
MsgID.LOCAL_VELOCITY,23.5410000,-1.3804716,1.0036210,0.1078719
MsgID.GLOBAL_POSITION,0.0000000,-122.3973932,37.7923803,49.9890000
MsgID.LOCAL_VELOCITY,0.0000000,-0.7700000,1.4100000,0.0000000
MsgID.LOCAL_POSITION,23.7910000,-11.1283035,5.3425293,-49.9892654
MsgID.LOCAL_VELOCITY,23.7910000,-0.7720642,1.4182187,-0.0046996
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3973884,37.7923787,49.9970000
MsgID.LOCAL_VELOCITY,0.0000000,-0.5400000,1.3000000,0.0100000
MsgID.LOCAL_POSITION,24.0410000,-11.3013868,5.7636247,-49.9979324
MsgID.LOCAL_VELOCITY,24.0410000,-0.5430004,1.3098205,0.0132634
MsgID.GLOBAL_POSITION,0.0000000,-122.3973836,37.7923770,49.9990000
MsgID.LOCAL_VELOCITY,0.0000000,-0.9800000,1.2900000,0.0000000
MsgID.LOCAL_POSITION,24.2920000,-11.4858198,6.1889205,-49.9990730
MsgID.LOCAL_VELOCITY,24.2920000,-0.9852790,1.2971426,0.0074351
MsgID.GLOBAL_POSITION,0.0000000,-122.3973803,37.7923756,49.9930000
MsgID.LOCAL_VELOCITY,0.0000000,-1.3300000,1.3800000,-0.0400000
MsgID.LOCAL_POSITION,24.5420000,-11.6451254,6.4863057,-49.9936104
MsgID.LOCAL_VELOCITY,24.5420000,-1.3334436,1.3861648,-0.0434197
MsgID.GLOBAL_POSITION,0.0000000,-122.3973769,37.7923707,49.9960000
MsgID.LOCAL_VELOCITY,0.0000000,-1.9500000,1.1300000,-0.0300000
MsgID.LOCAL_POSITION,24.7920000,-12.1913452,6.7915573,-49.9960861
MsgID.LOCAL_VELOCITY,24.7920000,-1.9577165,1.1355487,-0.0370832
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3973750,37.7923651,50.0030000
MsgID.LOCAL_VELOCITY,0.0000000,-1.7800000,1.1300000,0.0400000
MsgID.LOCAL_POSITION,25.0420000,-12.8093243,6.9553766,-50.0034485
MsgID.LOCAL_VELOCITY,25.0420000,-1.7811235,1.1358397,0.0468763
MsgID.GLOBAL_POSITION,0.0000000,-122.3973735,37.7923631,50.0080000
MsgID.LOCAL_VELOCITY,0.0000000,-0.9500000,1.5200000,0.0500000
MsgID.LOCAL_POSITION,25.2920000,-13.0373106,7.0910535,-50.0082207
MsgID.LOCAL_VELOCITY,25.2920000,-0.9546813,1.5261754,0.0542075
MsgID.GLOBAL_POSITION,0.0000000,-122.3973682,37.7923615,50.0100000
MsgID.LOCAL_VELOCITY,0.0000000,-0.6700000,1.5500000,0.1500000
MsgID.LOCAL_POSITION,25.5420000,-13.2113667,7.5634155,-50.0101967
MsgID.LOCAL_VELOCITY,25.5420000,-0.6777670,1.5579802,0.1501812
MsgID.GLOBAL_POSITION,0.0000000,-122.3973615,37.7923590,50.0130000
MsgID.LOCAL_VELOCITY,0.0000000,-1.1500000,1.5400000,0.1700000
MsgID.LOCAL_POSITION,25.7920000,-13.4894886,8.1601620,-50.0134354
MsgID.LOCAL_VELOCITY,25.7920000,-1.1573064,1.5441954,0.1730801
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3973589,37.7923561,50.0100000
MsgID.LOCAL_VELOCITY,0.0000000,-1.4400000,1.5400000,0.2300000
MsgID.LOCAL_POSITION,26.0420000,-13.8182430,8.3837128,-50.0108376
MsgID.LOCAL_VELOCITY,26.0420000,-1.4433998,1.5412556,0.2385177
MsgID.GLOBAL_POSITION,0.0000000,-122.3973559,37.7923531,50.0130000
MsgID.LOCAL_VELOCITY,0.0000000,-1.8900000,1.2700000,0.1700000
MsgID.LOCAL_POSITION,26.2920000,-14.1478777,8.6503830,-50.0135536
MsgID.LOCAL_VELOCITY,26.2920000,-1.8906541,1.2783910,0.1751387
MsgID.GLOBAL_POSITION,0.0000000,-122.3973527,37.7923504,50.0150000
MsgID.LOCAL_VELOCITY,0.0000000,-1.7500000,1.3400000,0.1200000
MsgID.LOCAL_POSITION,26.5420000,-14.4500523,8.9398212,-50.0156593
MsgID.LOCAL_VELOCITY,26.5420000,-1.7524904,1.3482088,0.1207556
MsgID.GLOBAL_POSITION,0.0000000,-122.3973468,37.7923463,50.0170000
MsgID.LOCAL_VELOCITY,0.0000000,-1.2800000,1.6000000,0.1200000
MsgID.LOCAL_POSITION,26.7920000,-14.8990335,9.4624786,-50.0174751
MsgID.LOCAL_VELOCITY,26.7920000,-1.2866455,1.6012368,0.1230567
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3973432,37.7923440,50.0010000
MsgID.LOCAL_VELOCITY,0.0000000,-1.0200000,1.2800000,0.0700000
MsgID.LOCAL_POSITION,27.0430000,-15.1618958,9.7790384,-50.0016136
MsgID.LOCAL_VELOCITY,27.0430000,-1.0290819,1.2844148,0.0799261
MsgID.GLOBAL_POSITION,0.0000000,-122.3973400,37.7923397,50.0020000
MsgID.LOCAL_VELOCITY,0.0000000,-1.3300000,1.2700000,0.0000000
MsgID.LOCAL_POSITION,27.2930000,-15.6318150,10.0664959,-50.0028114
MsgID.LOCAL_VELOCITY,27.2930000,-1.3330423,1.2729183,0.0083470
MsgID.GLOBAL_POSITION,0.0000000,-122.3973351,37.7923365,50.0020000
MsgID.LOCAL_VELOCITY,0.0000000,-1.0100000,1.4700000,0.0000000
MsgID.LOCAL_POSITION,27.5430000,-15.9946556,10.5000162,-50.0029640
MsgID.LOCAL_VELOCITY,27.5430000,-1.0177052,1.4760396,-0.0039915
MsgID.GLOBAL_POSITION,0.0000000,-122.3973293,37.7923366,49.9890000
MsgID.LOCAL_VELOCITY,0.0000000,-0.7800000,1.1600000,0.0000000
MsgID.LOCAL_POSITION,27.7930000,-15.9801798,11.0150938,-49.9897919
MsgID.LOCAL_VELOCITY,27.7930000,-0.7818022,1.1631852,0.0046326
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3973270,37.7923331,49.9810000
MsgID.LOCAL_VELOCITY,0.0000000,-1.3600000,0.5600000,-0.0900000
MsgID.LOCAL_POSITION,28.0430000,-16.3647881,11.2230415,-49.9818420
MsgID.LOCAL_VELOCITY,28.0430000,-1.3631736,0.5660007,-0.0959597
MsgID.GLOBAL_POSITION,0.0000000,-122.3973269,37.7923287,49.9920000
MsgID.LOCAL_VELOCITY,0.0000000,-1.3600000,0.5100000,-0.1400000
MsgID.LOCAL_POSITION,28.2930000,-16.8601513,11.2295122,-49.9924545
MsgID.LOCAL_VELOCITY,28.2930000,-1.3663839,0.5180047,-0.1411947
MsgID.GLOBAL_POSITION,0.0000000,-122.3973270,37.7923260,49.9920000
MsgID.LOCAL_VELOCITY,0.0000000,-1.0500000,0.9600000,-0.0700000
MsgID.LOCAL_POSITION,28.5430000,-17.1602879,11.2208996,-49.9928741
MsgID.LOCAL_VELOCITY,28.5430000,-1.0571808,0.9609041,-0.0762269
MsgID.GLOBAL_POSITION,0.0000000,-122.3973242,37.7923228,49.9870000
MsgID.LOCAL_VELOCITY,0.0000000,-1.3400000,1.1700000,-0.1100000
MsgID.LOCAL_POSITION,28.7930000,-17.5123901,11.4734764,-49.9875679
MsgID.LOCAL_VELOCITY,28.7930000,-1.3436291,1.1743238,-0.1136215
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3973195,37.7923207,49.9840000
MsgID.LOCAL_VELOCITY,0.0000000,-1.1600000,1.4700000,-0.1200000
MsgID.LOCAL_POSITION,29.0430000,-17.7480793,11.8911819,-49.9847183
MsgID.LOCAL_VELOCITY,29.0430000,-1.1604614,1.4713380,-0.1254062
MsgID.GLOBAL_POSITION,0.0000000,-122.3973137,37.7923201,49.9830000
MsgID.LOCAL_VELOCITY,0.0000000,-0.7300000,1.7300000,-0.1100000
MsgID.LOCAL_POSITION,29.2930000,-17.8154163,12.4015818,-49.9838943
MsgID.LOCAL_VELOCITY,29.2930000,-0.7323458,1.7371819,-0.1137613
MsgID.GLOBAL_POSITION,0.0000000,-122.3973096,37.7923191,49.9770000
MsgID.LOCAL_VELOCITY,0.0000000,-0.8200000,1.4100000,-0.0700000
MsgID.LOCAL_POSITION,29.5430000,-17.9280090,12.7668772,-49.9776382
MsgID.LOCAL_VELOCITY,29.5430000,-0.8218745,1.4118598,-0.0776601
MsgID.GLOBAL_POSITION,0.0000000,-122.3973078,37.7923145,49.9790000
MsgID.LOCAL_VELOCITY,0.0000000,-1.5500000,0.8600000,-0.1900000
MsgID.LOCAL_POSITION,29.7930000,-18.4344997,12.9320374,-49.9797554
MsgID.LOCAL_VELOCITY,29.7930000,-1.5587534,0.8615523,-0.1986998
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3973053,37.7923105,49.9950000
MsgID.LOCAL_VELOCITY,0.0000000,-1.3600000,0.9100000,-0.1600000
MsgID.LOCAL_POSITION,30.0430000,-18.8835201,13.1545134,-49.9950867
MsgID.LOCAL_VELOCITY,30.0430000,-1.3625697,0.9183739,-0.1632312
MsgID.GLOBAL_POSITION,0.0000000,-122.3973001,37.7923076,49.9900000
MsgID.LOCAL_VELOCITY,0.0000000,-1.0100000,1.1900000,-0.0600000
MsgID.LOCAL_POSITION,30.2940000,-19.2015152,13.6124010,-49.9902878
MsgID.LOCAL_VELOCITY,30.2940000,-1.0156182,1.1918188,-0.0674195
MsgID.GLOBAL_POSITION,0.0000000,-122.3972960,37.7923050,49.9960000
MsgID.LOCAL_VELOCITY,0.0000000,-1.3100000,1.4400000,-0.0500000
MsgID.LOCAL_POSITION,30.5440000,-19.4893761,13.9776297,-49.9962692
MsgID.LOCAL_VELOCITY,30.5440000,-1.3161697,1.4455062,-0.0521294
MsgID.GLOBAL_POSITION,0.0000000,-122.3972941,37.7923031,50.0000000
MsgID.LOCAL_VELOCITY,0.0000000,-1.1500000,1.6500000,0.0100000
MsgID.LOCAL_POSITION,30.7940000,-19.7018223,14.1499081,-50.0004807
MsgID.LOCAL_VELOCITY,30.7940000,-1.1567563,1.6590511,0.0156209
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3972901,37.7923013,50.0070000
MsgID.LOCAL_VELOCITY,0.0000000,-1.1400000,1.5600000,0.0200000
MsgID.LOCAL_POSITION,31.0440000,-19.9002514,14.5045938,-50.0074997
MsgID.LOCAL_VELOCITY,31.0440000,-1.1418935,1.5649431,0.0214669
MsgID.GLOBAL_POSITION,0.0000000,-122.3972860,37.7922985,50.0090000
MsgID.LOCAL_VELOCITY,0.0000000,-1.6000000,1.2400000,0.1100000
MsgID.LOCAL_POSITION,31.2940000,-20.2135983,14.8657799,-50.0091667
MsgID.LOCAL_VELOCITY,31.2940000,-1.6059798,1.2403646,0.1104845
MsgID.LOCAL_POSITION,31.5440000,-20.7914314,15.3526812,-50.0046997
MsgID.LOCAL_VELOCITY,31.5440000,-1.5427535,1.1763520,0.1193958
MsgID.GLOBAL_POSITION,0.0000000,-122.3972805,37.7922933,50.0040000
MsgID.LOCAL_VELOCITY,0.0000000,-1.5400000,1.1700000,0.1100000
MsgID.LOCAL_POSITION,31.7940000,-21.1063042,15.6557741,-50.0146446
MsgID.LOCAL_VELOCITY,31.7940000,-1.2897990,1.1841388,0.0645863
MsgID.GLOBAL_POSITION,0.0000000,-122.3972771,37.7922905,50.0140000
MsgID.LOCAL_VELOCITY,0.0000000,-1.2800000,1.1800000,0.0600000
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.LOCAL_POSITION,32.0440000,-21.3623505,15.9455051,-50.0108910
MsgID.LOCAL_VELOCITY,32.0440000,-1.4985199,1.3316362,0.1067872
MsgID.GLOBAL_POSITION,0.0000000,-122.3972738,37.7922881,50.0100000
MsgID.LOCAL_VELOCITY,0.0000000,-1.4900000,1.3300000,0.1000000
MsgID.LOCAL_POSITION,32.2940000,-21.7396564,16.2463531,-50.0112000
MsgID.LOCAL_VELOCITY,32.2940000,-1.3315133,1.6156138,0.1268348
MsgID.GLOBAL_POSITION,0.0000000,-122.3972705,37.7922848,50.0110000
MsgID.LOCAL_VELOCITY,0.0000000,-1.3300000,1.6100000,0.1200000
MsgID.LOCAL_POSITION,32.5450000,-22.1250553,16.5170670,-50.0020981
MsgID.LOCAL_VELOCITY,32.5450000,-1.1961297,1.4819516,0.1209242
MsgID.GLOBAL_POSITION,0.0000000,-122.3972674,37.7922812,50.0010000
MsgID.LOCAL_VELOCITY,0.0000000,-1.1900000,1.4700000,0.1200000
MsgID.LOCAL_POSITION,32.7950000,-22.4938850,16.9766045,-50.0075989
MsgID.LOCAL_VELOCITY,32.7950000,-1.4706278,1.5018697,0.0772801
MsgID.GLOBAL_POSITION,0.0000000,-122.3972623,37.7922780,50.0070000
MsgID.LOCAL_VELOCITY,0.0000000,-1.4700000,1.5000000,0.0700000
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.LOCAL_POSITION,33.0450000,-22.6900864,17.4126358,-50.0053864
MsgID.LOCAL_VELOCITY,33.0450000,-1.2236810,1.6606095,0.0866047
MsgID.GLOBAL_POSITION,0.0000000,-122.3972573,37.7922762,50.0050000
MsgID.LOCAL_VELOCITY,0.0000000,-1.2200000,1.6500000,0.0800000
MsgID.LOCAL_POSITION,33.2950000,-23.0123558,17.7941170,-50.0110893
MsgID.LOCAL_VELOCITY,33.2950000,-1.1768873,1.3448960,0.0518362
MsgID.GLOBAL_POSITION,0.0000000,-122.3972531,37.7922733,50.0110000
MsgID.LOCAL_VELOCITY,0.0000000,-1.1700000,1.3400000,0.0500000
MsgID.LOCAL_POSITION,33.5450000,-23.3077660,18.0673866,-50.0123482
MsgID.LOCAL_VELOCITY,33.5450000,-1.6054696,0.8352787,0.0847703
MsgID.GLOBAL_POSITION,0.0000000,-122.3972500,37.7922706,50.0120000
MsgID.LOCAL_VELOCITY,0.0000000,-1.6000000,0.8300000,0.0800000
MsgID.LOCAL_POSITION,33.7950000,-23.5697441,18.2314148,-49.9990959
MsgID.LOCAL_VELOCITY,33.7950000,-1.4310212,0.7545766,0.0843656
MsgID.GLOBAL_POSITION,0.0000000,-122.3972481,37.7922683,49.9980000
MsgID.LOCAL_VELOCITY,0.0000000,-1.4200000,0.7500000,0.0800000
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.LOCAL_POSITION,34.0450000,-23.8883781,18.3938808,-49.9933929
MsgID.LOCAL_VELOCITY,34.0450000,-1.4036685,1.0818226,0.0061461
MsgID.GLOBAL_POSITION,0.0000000,-122.3972463,37.7922654,49.9930000
MsgID.LOCAL_VELOCITY,0.0000000,-1.4000000,1.0800000,0.0000000
MsgID.LOCAL_POSITION,34.2950000,-24.3610382,18.7232075,-49.9922523
MsgID.LOCAL_VELOCITY,34.2950000,-1.8345444,1.0718980,-0.0550619
MsgID.GLOBAL_POSITION,0.0000000,-122.3972426,37.7922611,49.9920000
MsgID.LOCAL_VELOCITY,0.0000000,-1.8300000,1.0600000,-0.0500000
MsgID.GLOBAL_POSITION,0.0000000,-122.3972392,37.7922571,49.9770000
MsgID.LOCAL_VELOCITY,0.0000000,-1.5100000,1.2600000,-0.0700000
MsgID.LOCAL_POSITION,34.5500000,-24.8142147,19.0279064,-49.9772797
MsgID.LOCAL_VELOCITY,34.5500000,-1.5190841,1.2629995,-0.0721962
MsgID.GLOBAL_POSITION,0.0000000,-122.3972349,37.7922522,49.9870000
MsgID.LOCAL_VELOCITY,0.0000000,-1.1200000,1.5200000,-0.1800000
MsgID.LOCAL_POSITION,34.8000000,-25.3588638,19.4122658,-49.9877663
MsgID.LOCAL_VELOCITY,34.8000000,-1.1221370,1.5261145,-0.1848265
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3972314,37.7922511,49.9810000
MsgID.LOCAL_VELOCITY,0.0000000,-1.2300000,1.6900000,-0.1300000
MsgID.LOCAL_POSITION,35.0500000,-25.4756756,19.7181664,-49.9813156
MsgID.LOCAL_VELOCITY,35.0500000,-1.2397743,1.6928316,-0.1348433
MsgID.GLOBAL_POSITION,0.0000000,-122.3972263,37.7922490,49.9780000
MsgID.LOCAL_VELOCITY,0.0000000,-1.0700000,1.9900000,-0.1800000
MsgID.LOCAL_POSITION,35.3000000,-25.7087727,20.1697350,-49.9781990
MsgID.LOCAL_VELOCITY,35.3000000,-1.0772725,1.9968326,-0.1856751
MsgID.LOCAL_POSITION,35.5510000,-26.0878525,20.7661934,-49.9820595
MsgID.LOCAL_VELOCITY,35.5510000,-1.0968643,1.8149681,-0.1056316
MsgID.GLOBAL_POSITION,0.0000000,-122.3972196,37.7922456,49.9820000
MsgID.LOCAL_VELOCITY,0.0000000,-1.0900000,1.8100000,-0.1000000
MsgID.LOCAL_POSITION,35.8010000,-26.4203205,21.0192413,-49.9905815
MsgID.LOCAL_VELOCITY,35.8010000,-1.5347245,1.4472992,-0.2053904
MsgID.GLOBAL_POSITION,0.0000000,-122.3972168,37.7922426,49.9900000
MsgID.LOCAL_VELOCITY,0.0000000,-1.5300000,1.4400000,-0.2000000
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3972131,37.7922396,49.9980000
MsgID.LOCAL_VELOCITY,0.0000000,-1.2800000,1.5500000,-0.0300000
MsgID.LOCAL_POSITION,36.0510000,-26.7582455,21.3461914,-49.9987564
MsgID.LOCAL_VELOCITY,36.0510000,-1.2866170,1.5561919,-0.0353148
MsgID.GLOBAL_POSITION,0.0000000,-122.3972067,37.7922357,49.9970000
MsgID.LOCAL_VELOCITY,0.0000000,-1.0700000,1.3300000,-0.0500000
MsgID.LOCAL_POSITION,36.3010000,-27.1947727,21.9139786,-49.9973984
MsgID.LOCAL_VELOCITY,36.3010000,-1.0764688,1.3340340,-0.0598051
MsgID.GLOBAL_POSITION,0.0000000,-122.3972040,37.7922339,50.0090000
MsgID.LOCAL_VELOCITY,0.0000000,-1.3700000,1.1300000,0.0000000
MsgID.LOCAL_POSITION,36.5510000,-27.3886929,22.1573257,-50.0095291
MsgID.LOCAL_VELOCITY,36.5510000,-1.3743339,1.1328712,-0.0098685
MsgID.GLOBAL_POSITION,0.0000000,-122.3972015,37.7922311,50.0000000
MsgID.LOCAL_VELOCITY,0.0000000,-1.2100000,1.3000000,0.0500000
MsgID.LOCAL_POSITION,36.8010000,-27.7064934,22.3781052,-50.0006752
MsgID.LOCAL_VELOCITY,36.8010000,-1.2163340,1.3064227,0.0575913
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3971993,37.7922285,49.9930000
MsgID.LOCAL_VELOCITY,0.0000000,-1.1300000,1.2100000,-0.0200000
MsgID.LOCAL_POSITION,37.0510000,-27.9891224,22.5769176,-49.9937592
MsgID.LOCAL_VELOCITY,37.0510000,-1.1310474,1.2165328,-0.0276014
MsgID.GLOBAL_POSITION,0.0000000,-122.3971948,37.7922253,50.0040000
MsgID.LOCAL_VELOCITY,0.0000000,-1.5500000,0.9400000,0.0100000
MsgID.LOCAL_POSITION,37.3010000,-28.3457909,22.9770260,-50.0048981
MsgID.LOCAL_VELOCITY,37.3010000,-1.5540221,0.9403614,0.0145637
MsgID.GLOBAL_POSITION,0.0000000,-122.3971907,37.7922234,49.9980000
MsgID.LOCAL_VELOCITY,0.0000000,-1.4700000,0.8300000,0.0100000
MsgID.LOCAL_POSITION,37.5510000,-28.5575619,23.3389721,-49.9986954
MsgID.LOCAL_VELOCITY,37.5510000,-1.4718207,0.8303897,0.0123929
MsgID.GLOBAL_POSITION,0.0000000,-122.3971897,37.7922200,49.9900000
MsgID.LOCAL_VELOCITY,0.0000000,-1.3400000,0.9900000,0.0200000
MsgID.LOCAL_POSITION,37.8020000,-28.9391575,23.4284782,-49.9903297
MsgID.LOCAL_VELOCITY,37.8020000,-1.3431225,0.9937397,0.0299777
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3971864,37.7922155,50.0050000
MsgID.LOCAL_VELOCITY,0.0000000,-1.7400000,0.9800000,-0.0100000
MsgID.LOCAL_POSITION,38.0520000,-29.4397659,23.7223988,-50.0056648
MsgID.LOCAL_VELOCITY,38.0520000,-1.7436134,0.9888495,-0.0179593
MsgID.GLOBAL_POSITION,0.0000000,-122.3971818,37.7922121,50.0190000
MsgID.LOCAL_VELOCITY,0.0000000,-1.4400000,1.0900000,0.0900000
MsgID.LOCAL_POSITION,38.3020000,-29.8177280,24.1267166,-50.0190887
MsgID.LOCAL_VELOCITY,38.3020000,-1.4447259,1.0930563,0.0919301
MsgID.GLOBAL_POSITION,0.0000000,-122.3971803,37.7922090,50.0140000
MsgID.LOCAL_VELOCITY,0.0000000,-1.1300000,1.3400000,0.1700000
MsgID.LOCAL_POSITION,38.5520000,-30.1621780,24.2613163,-50.0144005
MsgID.LOCAL_VELOCITY,38.5520000,-1.1380128,1.3464227,0.1725971
MsgID.GLOBAL_POSITION,0.0000000,-122.3971770,37.7922072,50.0160000
MsgID.LOCAL_VELOCITY,0.0000000,-1.4100000,1.3100000,0.1600000
MsgID.LOCAL_POSITION,38.8020000,-30.3592625,24.5532284,-50.0160599
MsgID.LOCAL_VELOCITY,38.8020000,-1.4109676,1.3149276,0.1659324
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3971732,37.7922030,50.0240000
MsgID.LOCAL_VELOCITY,0.0000000,-1.3200000,1.4500000,0.1500000
MsgID.LOCAL_POSITION,39.0520000,-30.8208961,24.8952484,-50.0247459
MsgID.LOCAL_VELOCITY,39.0520000,-1.3255633,1.4530600,0.1555547
MsgID.GLOBAL_POSITION,0.0000000,-122.3971679,37.7922015,50.0200000
MsgID.LOCAL_VELOCITY,0.0000000,-0.7600000,1.6900000,0.2000000
MsgID.LOCAL_POSITION,39.3020000,-30.9926586,25.3693428,-50.0204506
MsgID.LOCAL_VELOCITY,39.3020000,-0.7662936,1.6995783,0.2041411
MsgID.GLOBAL_POSITION,0.0000000,-122.3971632,37.7921993,50.0140000
MsgID.LOCAL_VELOCITY,0.0000000,-0.6200000,1.4000000,0.1500000
MsgID.LOCAL_POSITION,39.5520000,-31.2316360,25.7860222,-50.0149498
MsgID.LOCAL_VELOCITY,39.5520000,-0.6200446,1.4006983,0.1522006
MsgID.GLOBAL_POSITION,0.0000000,-122.3971609,37.7921960,50.0080000
MsgID.LOCAL_VELOCITY,0.0000000,-1.1400000,1.3000000,0.1000000
MsgID.LOCAL_POSITION,39.8020000,-31.6022854,25.9916592,-50.0086594
MsgID.LOCAL_VELOCITY,39.8020000,-1.1494588,1.3017521,0.1044818
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3971560,37.7921947,49.9980000
MsgID.LOCAL_VELOCITY,0.0000000,-1.0000000,1.5300000,0.1000000
MsgID.LOCAL_POSITION,40.0520000,-31.7425861,26.4238529,-49.9980965
MsgID.LOCAL_VELOCITY,40.0520000,-1.0082535,1.5346272,0.1015052
MsgID.GLOBAL_POSITION,0.0000000,-122.3971502,37.7921915,49.9850000
MsgID.LOCAL_VELOCITY,0.0000000,-0.9700000,1.2500000,0.0000000
