MsgID.STATE,0.0000000,False,False
MsgID.LOCAL_POSITION,40.3020000,-32.1039276,26.9416008,-49.9855728
MsgID.LOCAL_VELOCITY,40.3020000,-0.9702563,1.2531179,-0.0055240
MsgID.GLOBAL_POSITION,0.0000000,-122.3971500,37.7921890,49.9800000
MsgID.LOCAL_VELOCITY,0.0000000,-1.4700000,1.0900000,-0.1800000
MsgID.LOCAL_POSITION,40.5530000,-32.3816986,26.9534607,-49.9808846
MsgID.LOCAL_VELOCITY,40.5530000,-1.4744705,1.0972652,-0.1818367
MsgID.GLOBAL_POSITION,0.0000000,-122.3971453,37.7921869,49.9870000
MsgID.LOCAL_VELOCITY,0.0000000,-1.3200000,1.4300000,-0.1000000
MsgID.LOCAL_POSITION,40.8030000,-32.6113625,27.3773479,-49.9879761
MsgID.LOCAL_VELOCITY,40.8030000,-1.3231978,1.4399025,-0.1030240
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3971406,37.7921833,49.9840000
MsgID.LOCAL_VELOCITY,0.0000000,-1.2200000,1.2900000,-0.1100000
MsgID.LOCAL_POSITION,41.0530000,-33.0107651,27.7932568,-49.9847450
MsgID.LOCAL_VELOCITY,41.0530000,-1.2257645,1.2999088,-0.1174503
MsgID.GLOBAL_POSITION,0.0000000,-122.3971373,37.7921794,49.9930000
MsgID.LOCAL_VELOCITY,0.0000000,-1.6000000,0.7800000,-0.1500000
MsgID.LOCAL_POSITION,41.3030000,-33.4507179,28.0843067,-49.9931679
MsgID.LOCAL_VELOCITY,41.3030000,-1.6054002,0.7836096,-0.1548848
MsgID.GLOBAL_POSITION,0.0000000,-122.3971356,37.7921773,50.0100000
MsgID.LOCAL_VELOCITY,0.0000000,-1.3100000,0.7000000,-0.1000000
MsgID.LOCAL_POSITION,41.5530000,-33.6747932,28.2396526,-50.0102348
MsgID.LOCAL_VELOCITY,41.5530000,-1.3164904,0.7051632,-0.1048714
MsgID.GLOBAL_POSITION,0.0000000,-122.3971348,37.7921745,50.0100000
MsgID.LOCAL_VELOCITY,0.0000000,-1.2000000,1.0200000,0.0400000
MsgID.LOCAL_POSITION,41.8030000,-33.9958000,28.3044186,-50.0100708
MsgID.LOCAL_VELOCITY,41.8030000,-1.2045538,1.0248154,0.0411052
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3971320,37.7921714,50.0150000
MsgID.LOCAL_VELOCITY,0.0000000,-1.5900000,1.1200000,0.0500000
MsgID.LOCAL_POSITION,42.0530000,-34.3334503,28.5579967,-50.0154037
MsgID.LOCAL_VELOCITY,42.0530000,-1.5969182,1.1252859,0.0563505
MsgID.GLOBAL_POSITION,0.0000000,-122.3971274,37.7921677,50.0190000
MsgID.LOCAL_VELOCITY,0.0000000,-1.4400000,1.3400000,0.1600000
MsgID.LOCAL_POSITION,42.3030000,-34.7517128,28.9655228,-50.0198097
MsgID.LOCAL_VELOCITY,42.3030000,-1.4448153,1.3468988,0.1601791
MsgID.GLOBAL_POSITION,0.0000000,-122.3971229,37.7921638,50.0180000
MsgID.LOCAL_VELOCITY,0.0000000,-0.8500000,1.6100000,0.1800000
MsgID.LOCAL_POSITION,42.5530000,-35.1784439,29.3635426,-50.0189896
MsgID.LOCAL_VELOCITY,42.5530000,-0.8539714,1.6133307,0.1883532
MsgID.GLOBAL_POSITION,0.0000000,-122.3971184,37.7921636,50.0110000
MsgID.LOCAL_VELOCITY,0.0000000,-0.5200000,1.3700000,0.1100000
MsgID.LOCAL_POSITION,42.8030000,-35.2053719,29.7660046,-50.0117950
MsgID.LOCAL_VELOCITY,42.8030000,-0.5200447,1.3773061,0.1156353
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3971158,37.7921629,50.0070000
MsgID.LOCAL_VELOCITY,0.0000000,-1.0500000,1.3300000,0.1100000
MsgID.LOCAL_POSITION,43.0530000,-35.2842216,29.9935665,-50.0076714
MsgID.LOCAL_VELOCITY,43.0530000,-1.0530584,1.3355647,0.1165099
MsgID.GLOBAL_POSITION,0.0000000,-122.3971126,37.7921600,50.0010000
MsgID.LOCAL_VELOCITY,0.0000000,-1.2500000,1.5700000,0.0300000
MsgID.LOCAL_POSITION,43.3030000,-35.5983849,30.2829437,-50.0017433
MsgID.LOCAL_VELOCITY,43.3030000,-1.2581334,1.5768273,0.0302798
MsgID.GLOBAL_POSITION,0.0000000,-122.3971061,37.7921570,49.9940000
MsgID.LOCAL_VELOCITY,0.0000000,-1.3200000,1.3700000,0.0100000
MsgID.LOCAL_POSITION,43.5540000,-35.9320717,30.8595505,-49.9946785
MsgID.LOCAL_VELOCITY,43.5540000,-1.3225651,1.3799342,0.0178522
MsgID.GLOBAL_POSITION,0.0000000,-122.3971034,37.7921523,49.9910000
MsgID.LOCAL_VELOCITY,0.0000000,-1.7100000,0.8000000,-0.0200000
MsgID.LOCAL_POSITION,43.8040000,-36.4614449,31.0976257,-49.9917488
MsgID.LOCAL_VELOCITY,43.8040000,-1.7192345,0.8016090,-0.0258850
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3971032,37.7921516,49.9900000
MsgID.LOCAL_VELOCITY,0.0000000,-1.7100000,0.7200000,-0.0300000
MsgID.LOCAL_POSITION,44.0540000,-36.5400200,31.1184559,-49.9902992
MsgID.LOCAL_VELOCITY,44.0540000,-1.7195210,0.7234546,-0.0311322
MsgID.GLOBAL_POSITION,0.0000000,-122.3971032,37.7921516,49.9900000
MsgID.LOCAL_VELOCITY,0.0000000,-1.7100000,0.7200000,-0.0300000
MsgID.LOCAL_POSITION,44.3040000,-36.5400200,31.1184559,-49.9902992
MsgID.LOCAL_VELOCITY,44.3040000,-1.7195210,0.7234546,-0.0311322
MsgID.GLOBAL_POSITION,0.0000000,-122.3971032,37.7921516,49.9900000
MsgID.LOCAL_VELOCITY,0.0000000,-1.7100000,0.7200000,-0.0300000
MsgID.LOCAL_POSITION,44.5540000,-36.5400200,31.1184559,-49.9902992
MsgID.LOCAL_VELOCITY,44.5540000,-1.7195210,0.7234546,-0.0311322
MsgID.GLOBAL_POSITION,0.0000000,-122.3971032,37.7921516,49.9900000
MsgID.LOCAL_VELOCITY,0.0000000,-1.7100000,0.7200000,-0.0300000
MsgID.LOCAL_POSITION,44.8040000,-36.5400200,31.1184559,-49.9902992
MsgID.LOCAL_VELOCITY,44.8040000,-1.7195210,0.7234546,-0.0311322
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3970935,37.7921446,49.3240000
MsgID.LOCAL_VELOCITY,0.0000000,-1.2400000,2.8400000,2.6600000
MsgID.LOCAL_POSITION,45.0540000,-37.3157005,31.9822655,-49.3246155
MsgID.LOCAL_VELOCITY,45.0540000,-1.2427447,2.8456995,2.6681352
MsgID.GLOBAL_POSITION,0.0000000,-122.3970795,37.7921435,48.6360000
MsgID.LOCAL_VELOCITY,0.0000000,-1.4400000,4.9300000,1.7600000
MsgID.LOCAL_POSITION,45.3040000,-37.4357491,33.2232704,-48.6368027
MsgID.LOCAL_VELOCITY,45.3040000,-1.4427413,4.9379430,1.7673638
MsgID.GLOBAL_POSITION,0.0000000,-122.3970716,37.7921391,48.4130000
MsgID.LOCAL_VELOCITY,0.0000000,-1.5200000,2.6500000,0.0500000
MsgID.LOCAL_POSITION,45.5540000,-37.9285049,33.9290352,-48.4135857
MsgID.LOCAL_VELOCITY,45.5540000,-1.5223932,2.6525826,0.0486729
MsgID.GLOBAL_POSITION,0.0000000,-122.3970670,37.7921342,48.6480000
MsgID.LOCAL_VELOCITY,0.0000000,-1.7300000,0.1000000,-1.7400000
MsgID.LOCAL_POSITION,45.8040000,-38.4740944,34.3313179,-48.6495209
MsgID.LOCAL_VELOCITY,45.8040000,-1.7334552,0.0999754,-1.7515292
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3970689,37.7921318,49.2760000
MsgID.LOCAL_VELOCITY,0.0000000,-1.1600000,-1.8600000,-3.3700000
MsgID.LOCAL_POSITION,46.0540000,-38.7337990,34.1615906,-49.2767029
MsgID.LOCAL_VELOCITY,46.0540000,-1.1693090,-1.8686883,-3.3706088
MsgID.GLOBAL_POSITION,0.0000000,-122.3970754,37.7921297,50.1860000
MsgID.LOCAL_VELOCITY,0.0000000,-0.7500000,-2.2200000,-3.0000000
MsgID.LOCAL_POSITION,46.3040000,-38.9637566,33.5891533,-50.1868439
MsgID.LOCAL_VELOCITY,46.3040000,-0.7589513,-2.2299836,-3.0008264
MsgID.GLOBAL_POSITION,0.0000000,-122.3970813,37.7921284,50.6130000
MsgID.LOCAL_VELOCITY,0.0000000,-0.7100000,-2.0900000,-0.5200000
MsgID.LOCAL_POSITION,46.5540000,-39.1100693,33.0670509,-50.6135635
MsgID.LOCAL_VELOCITY,46.5540000,-0.7142829,-2.0985866,-0.5221484
MsgID.GLOBAL_POSITION,0.0000000,-122.3970864,37.7921256,50.5170000
MsgID.LOCAL_VELOCITY,0.0000000,-0.6800000,-1.3800000,0.8600000
MsgID.LOCAL_POSITION,46.8040000,-39.4231758,32.6128922,-50.5179558
MsgID.LOCAL_VELOCITY,46.8040000,-0.6858704,-1.3806475,0.8672361
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3970888,37.7921250,50.2320000
MsgID.LOCAL_VELOCITY,0.0000000,-0.8100000,-0.2600000,1.1900000
MsgID.LOCAL_POSITION,47.0540000,-39.4964638,32.3947945,-50.2324677
MsgID.LOCAL_VELOCITY,47.0540000,-0.8176095,-0.2668485,1.1992731
MsgID.GLOBAL_POSITION,0.0000000,-122.3970884,37.7921243,49.9500000
MsgID.LOCAL_VELOCITY,0.0000000,-0.8300000,1.6700000,0.1500000
MsgID.LOCAL_POSITION,47.3040000,-39.5712891,32.4306374,-49.9504204
MsgID.LOCAL_VELOCITY,47.3040000,-0.8312478,1.6701936,0.1517007
MsgID.GLOBAL_POSITION,0.0000000,-122.3970825,37.7921221,50.0020000
MsgID.LOCAL_VELOCITY,0.0000000,-0.7900000,2.5700000,-0.6600000
MsgID.LOCAL_POSITION,47.5540000,-39.8079071,32.9530907,-50.0026016
MsgID.LOCAL_VELOCITY,47.5540000,-0.7989179,2.5766950,-0.6644919
MsgID.GLOBAL_POSITION,0.0000000,-122.3970735,37.7921186,50.0730000
MsgID.LOCAL_VELOCITY,0.0000000,-0.5800000,2.2200000,-0.2000000
MsgID.LOCAL_POSITION,47.8050000,-40.2026939,33.7546082,-50.0730782
MsgID.LOCAL_VELOCITY,47.8050000,-0.5884547,2.2293518,-0.2053358
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3970667,37.7921185,50.0500000
MsgID.LOCAL_VELOCITY,0.0000000,-0.1800000,1.6500000,0.0000000
MsgID.LOCAL_POSITION,48.0550000,-40.2142944,34.3623886,-50.0504646
MsgID.LOCAL_VELOCITY,48.0550000,-0.1866527,1.6549658,0.0057120
MsgID.GLOBAL_POSITION,0.0000000,-122.3970623,37.7921187,50.0300000
MsgID.LOCAL_VELOCITY,0.0000000,-0.2100000,1.3500000,-0.0200000
MsgID.LOCAL_POSITION,48.3050000,-40.1945152,34.7557182,-50.0305443
MsgID.LOCAL_VELOCITY,48.3050000,-0.2170127,1.3537148,-0.0270833
MsgID.GLOBAL_POSITION,0.0000000,-122.3970603,37.7921171,50.0530000
MsgID.LOCAL_VELOCITY,0.0000000,-1.0400000,1.2900000,-0.0900000
MsgID.LOCAL_POSITION,48.5550000,-40.3697624,34.9298935,-50.0532265
MsgID.LOCAL_VELOCITY,48.5550000,-1.0420483,1.2971517,-0.0929909
MsgID.GLOBAL_POSITION,0.0000000,-122.3970562,37.7921144,50.0680000
MsgID.LOCAL_VELOCITY,0.0000000,-1.1300000,1.5600000,0.0900000
MsgID.LOCAL_POSITION,48.8050000,-40.6694908,35.2938576,-50.0685921
MsgID.LOCAL_VELOCITY,48.8050000,-1.1396377,1.5669563,0.0983518
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3970524,37.7921121,50.0630000
MsgID.LOCAL_VELOCITY,0.0000000,-1.1300000,1.4400000,0.1600000
MsgID.LOCAL_POSITION,49.0550000,-40.9278755,35.6352196,-50.0637856
MsgID.LOCAL_VELOCITY,49.0550000,-1.1359630,1.4405251,0.1680515
MsgID.GLOBAL_POSITION,0.0000000,-122.3970486,37.7921103,50.0540000
MsgID.LOCAL_VELOCITY,0.0000000,-1.6200000,0.9800000,0.1300000
MsgID.LOCAL_POSITION,49.3050000,-41.1192398,35.9723015,-50.0546341
MsgID.LOCAL_VELOCITY,49.3050000,-1.6249056,0.9881721,0.1312501
MsgID.GLOBAL_POSITION,0.0000000,-122.3970461,37.7921064,50.0560000
MsgID.LOCAL_VELOCITY,0.0000000,-1.6300000,0.9300000,0.1200000
MsgID.LOCAL_POSITION,49.5550000,-41.5623550,36.1950569,-50.0566521
MsgID.LOCAL_VELOCITY,49.5550000,-1.6313502,0.9303190,0.1203187
MsgID.GLOBAL_POSITION,0.0000000,-122.3970430,37.7921018,50.0580000
MsgID.LOCAL_VELOCITY,0.0000000,-1.5300000,1.1800000,0.0900000
MsgID.LOCAL_POSITION,49.8050000,-42.0698280,36.4670563,-50.0581856
MsgID.LOCAL_VELOCITY,49.8050000,-1.5322814,1.1836259,0.0966986
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3970398,37.7920980,50.0560000
MsgID.LOCAL_VELOCITY,0.0000000,-1.6800000,1.0700000,0.0900000
MsgID.LOCAL_POSITION,50.0550000,-42.4949455,36.7558174,-50.0561790
MsgID.LOCAL_VELOCITY,50.0550000,-1.6870856,1.0702672,0.0986912
MsgID.GLOBAL_POSITION,0.0000000,-122.3970372,37.7920949,50.0360000
MsgID.LOCAL_VELOCITY,0.0000000,-1.3800000,1.1400000,0.1600000
MsgID.LOCAL_POSITION,50.3050000,-42.8299561,36.9837837,-50.0366898
MsgID.LOCAL_VELOCITY,50.3050000,-1.3870853,1.1442668,0.1652299
MsgID.GLOBAL_POSITION,0.0000000,-122.3970317,37.7920937,50.0350000
MsgID.LOCAL_VELOCITY,0.0000000,-0.6800000,1.5000000,-0.1000000
MsgID.LOCAL_POSITION,50.5550000,-42.9711800,37.4724998,-50.0356979
MsgID.LOCAL_VELOCITY,50.5550000,-0.6816661,1.5094228,-0.1009459
MsgID.GLOBAL_POSITION,0.0000000,-122.3970281,37.7920920,50.0400000
MsgID.LOCAL_VELOCITY,0.0000000,-0.6000000,1.2600000,0.0000000
MsgID.LOCAL_POSITION,50.8050000,-43.1609230,37.7887001,-50.0407677
MsgID.LOCAL_VELOCITY,50.8050000,-0.6017808,1.2617221,0.0037080
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3970255,37.7920893,50.0320000
MsgID.LOCAL_VELOCITY,0.0000000,-1.2000000,1.2600000,-0.0300000
MsgID.LOCAL_POSITION,51.0560000,-43.4542046,38.0188522,-50.0329170
MsgID.LOCAL_VELOCITY,51.0560000,-1.2001413,1.2651467,-0.0351987
MsgID.GLOBAL_POSITION,0.0000000,-122.3970206,37.7920870,50.0370000
MsgID.LOCAL_VELOCITY,0.0000000,-1.1400000,1.4900000,-0.0400000
MsgID.LOCAL_POSITION,51.3060000,-43.7105865,38.4558640,-50.0377579
MsgID.LOCAL_VELOCITY,51.3060000,-1.1441725,1.4988023,-0.0479350
MsgID.GLOBAL_POSITION,0.0000000,-122.3970177,37.7920845,50.0450000
MsgID.LOCAL_VELOCITY,0.0000000,-0.7400000,1.1600000,0.0100000
MsgID.LOCAL_POSITION,51.5560000,-43.9860687,38.7193108,-50.0452080
MsgID.LOCAL_VELOCITY,51.5560000,-0.7447672,1.1625799,0.0103407
MsgID.GLOBAL_POSITION,0.0000000,-122.3970156,37.7920827,50.0360000
MsgID.LOCAL_VELOCITY,0.0000000,-0.3100000,0.5800000,-0.0100000
MsgID.LOCAL_POSITION,51.8060000,-44.1947250,38.9040565,-50.0366478
MsgID.LOCAL_VELOCITY,51.8060000,-0.3182990,0.5809529,-0.0162074
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3970139,37.7920810,49.8760000
MsgID.LOCAL_VELOCITY,0.0000000,-0.2000000,0.3800000,1.1600000
MsgID.LOCAL_POSITION,52.0560000,-44.3771133,39.0510712,-49.8766937
MsgID.LOCAL_VELOCITY,52.0560000,-0.2068451,0.3894409,1.1636137
MsgID.GLOBAL_POSITION,0.0000000,-122.3970119,37.7920807,49.5360000
MsgID.LOCAL_VELOCITY,0.0000000,-0.1100000,0.2000000,1.5100000
MsgID.LOCAL_POSITION,52.3060000,-44.4079666,39.2330627,-49.5363808
MsgID.LOCAL_VELOCITY,52.3060000,-0.1148811,0.2007560,1.5175735
MsgID.GLOBAL_POSITION,0.0000000,-122.3970137,37.7920819,49.1650000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0300000,0.0700000,1.5300000
MsgID.LOCAL_POSITION,52.5560000,-44.2798500,39.0752068,-49.1657486
MsgID.LOCAL_VELOCITY,52.5560000,-0.0360015,0.0718424,1.5375898
MsgID.LOCAL_POSITION,52.8060000,-44.1613884,39.0771523,-48.7645378
MsgID.LOCAL_VELOCITY,52.8060000,-0.0078769,0.0137220,1.6284912
MsgID.GLOBAL_POSITION,0.0000000,-122.3970136,37.7920830,48.7640000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0100000,1.6200000
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.LOCAL_POSITION,53.0560000,-44.2921524,39.3076286,-48.3649597
MsgID.LOCAL_VELOCITY,53.0560000,-0.0071460,-0.0127912,1.6377783
MsgID.GLOBAL_POSITION,0.0000000,-122.3970110,37.7920818,48.3640000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0100000,1.6300000
MsgID.LOCAL_POSITION,53.3060000,-44.1498947,39.2706795,-47.9526596
MsgID.LOCAL_VELOCITY,53.3060000,0.0026071,-0.0403392,1.6438938
MsgID.GLOBAL_POSITION,0.0000000,-122.3970115,37.7920831,47.9520000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0400000,1.6400000
MsgID.GLOBAL_POSITION,0.0000000,-122.3970138,37.7920828,47.5510000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0500000,1.6500000
MsgID.LOCAL_POSITION,53.5560000,-44.1847725,39.0664825,-47.5515366
MsgID.LOCAL_VELOCITY,53.5560000,0.0053286,-0.0515811,1.6515917
MsgID.GLOBAL_POSITION,0.0000000,-122.3970147,37.7920824,47.1370000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0400000,1.6300000
MsgID.LOCAL_POSITION,53.8060000,-44.2298088,38.9859657,-47.1374359
MsgID.LOCAL_VELOCITY,53.8060000,-0.0013723,-0.0400656,1.6351655
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.LOCAL_POSITION,54.0570000,-44.1918182,39.0726242,-46.7540550
MsgID.LOCAL_VELOCITY,54.0570000,0.0032939,-0.0270346,1.6733235
MsgID.GLOBAL_POSITION,0.0000000,-122.3970137,37.7920827,46.7540000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0200000,1.6700000
MsgID.LOCAL_POSITION,54.3070000,-44.0943146,39.2444839,-46.3589287
MsgID.LOCAL_VELOCITY,54.3070000,0.0021468,-0.0293762,1.6607100
MsgID.GLOBAL_POSITION,0.0000000,-122.3970118,37.7920836,46.3580000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0200000,1.6600000
MsgID.LOCAL_POSITION,54.5570000,-44.1730614,39.1328735,-45.9668884
MsgID.LOCAL_VELOCITY,54.5570000,-0.0080698,-0.0476652,1.6682810
MsgID.GLOBAL_POSITION,0.0000000,-122.3970130,37.7920829,45.9660000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0400000,1.6600000
MsgID.LOCAL_POSITION,54.8070000,-44.2761612,39.0746193,-45.5894852
MsgID.LOCAL_VELOCITY,54.8070000,-0.0054320,-0.0477268,1.6856729
MsgID.GLOBAL_POSITION,0.0000000,-122.3970137,37.7920819,45.5890000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0400000,1.6800000
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.LOCAL_POSITION,55.0570000,-44.2813034,39.0756302,-45.1830101
MsgID.LOCAL_VELOCITY,55.0570000,0.0047850,-0.0406079,1.7288108
MsgID.GLOBAL_POSITION,0.0000000,-122.3970137,37.7920819,45.1830000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0400000,1.7200000
MsgID.GLOBAL_POSITION,0.0000000,-122.3970123,37.7920817,44.7780000
MsgID.LOCAL_VELOCITY,0.0000000,0.0100000,-0.0300000,1.6800000
MsgID.LOCAL_POSITION,55.3070000,-44.2975235,39.1982155,-44.7781677
MsgID.LOCAL_VELOCITY,55.3070000,0.0112246,-0.0353576,1.6810158
MsgID.GLOBAL_POSITION,0.0000000,-122.3970135,37.7920819,44.3530000
MsgID.LOCAL_VELOCITY,0.0000000,0.0100000,-0.0400000,1.7300000
MsgID.LOCAL_POSITION,55.5570000,-44.2824211,39.0939102,-44.3536949
MsgID.LOCAL_VELOCITY,55.5570000,0.0110373,-0.0443581,1.7335812
MsgID.GLOBAL_POSITION,0.0000000,-122.3970149,37.7920832,43.8810000
MsgID.LOCAL_VELOCITY,0.0000000,0.0100000,-0.0300000,1.7300000
MsgID.LOCAL_POSITION,55.8070000,-44.1406898,38.9643173,-43.8811569
MsgID.LOCAL_VELOCITY,55.8070000,0.0116814,-0.0387739,1.7389171
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3970155,37.7920818,43.4560000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0200000,1.7500000
MsgID.LOCAL_POSITION,56.0570000,-44.2879944,38.9075279,-43.4560814
MsgID.LOCAL_VELOCITY,56.0570000,0.0035466,-0.0267575,1.7588999
MsgID.GLOBAL_POSITION,0.0000000,-122.3970149,37.7920813,42.9900000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0100000,1.7400000
MsgID.LOCAL_POSITION,56.3070000,-44.3419724,38.9629326,-42.9901695
MsgID.LOCAL_VELOCITY,56.3070000,0.0081618,-0.0146810,1.7438008
MsgID.GLOBAL_POSITION,0.0000000,-122.3970143,37.7920825,42.5280000
MsgID.LOCAL_VELOCITY,0.0000000,0.0200000,-0.0100000,1.7100000
MsgID.LOCAL_POSITION,56.5570000,-44.2185402,39.0160866,-42.5280495
MsgID.LOCAL_VELOCITY,56.5570000,0.0213259,-0.0102634,1.7156525
MsgID.GLOBAL_POSITION,0.0000000,-122.3970144,37.7920837,42.0660000
MsgID.LOCAL_VELOCITY,0.0000000,0.0100000,-0.0100000,1.7300000
MsgID.LOCAL_POSITION,56.8080000,-44.0752449,39.0132370,-42.0668411
MsgID.LOCAL_VELOCITY,56.8080000,0.0159122,-0.0160952,1.7378373
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3970144,37.7920832,41.5960000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0100000,1.7400000
MsgID.LOCAL_POSITION,57.0580000,-44.1359215,39.0093536,-41.5967178
MsgID.LOCAL_VELOCITY,57.0580000,-0.0045914,-0.0177851,1.7497786
MsgID.GLOBAL_POSITION,0.0000000,-122.3970145,37.7920832,41.1250000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0100000,1.7900000
MsgID.LOCAL_POSITION,57.3080000,-44.1362076,39.0046616,-41.1254807
MsgID.LOCAL_VELOCITY,57.3080000,-0.0099253,-0.0191792,1.7915148
MsgID.GLOBAL_POSITION,0.0000000,-122.3970141,37.7920814,40.7180000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,-0.0100000,1.7400000
MsgID.LOCAL_POSITION,57.5580000,-44.3298836,39.0344048,-40.7182083
MsgID.LOCAL_VELOCITY,57.5580000,-0.0118025,-0.0193379,1.7447164
MsgID.GLOBAL_POSITION,0.0000000,-122.3970153,37.7920811,40.2750000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0200000,1.7800000
MsgID.LOCAL_POSITION,57.8080000,-44.3651695,38.9293404,-40.2758675
MsgID.LOCAL_VELOCITY,57.8080000,-0.0004598,-0.0214319,1.7877824
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3970162,37.7920820,39.8490000
MsgID.LOCAL_VELOCITY,0.0000000,0.0100000,-0.0100000,1.7900000
MsgID.LOCAL_POSITION,58.0580000,-44.2649345,38.8540535,-39.8482323
MsgID.LOCAL_VELOCITY,58.0580000,0.0180035,-0.0150650,1.7938184
MsgID.GLOBAL_POSITION,0.0000000,-122.3970146,37.7920821,39.3810000
MsgID.LOCAL_VELOCITY,0.0000000,0.0100000,0.0000000,1.7900000
MsgID.LOCAL_POSITION,58.3080000,-44.2580070,38.9912453,-39.3817024
MsgID.LOCAL_VELOCITY,58.3080000,0.0181342,-0.0065824,1.7957374
MsgID.GLOBAL_POSITION,0.0000000,-122.3970153,37.7920826,38.9630000
MsgID.LOCAL_VELOCITY,0.0000000,0.0100000,-0.0100000,1.7200000
MsgID.LOCAL_POSITION,58.5580000,-44.1984482,38.9329987,-38.9633980
MsgID.LOCAL_VELOCITY,58.5580000,0.0117810,-0.0101267,1.7214241
MsgID.GLOBAL_POSITION,0.0000000,-122.3970142,37.7920829,38.4930000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,1.7800000
MsgID.LOCAL_POSITION,58.8080000,-44.1666069,39.0256348,-38.4935265
MsgID.LOCAL_VELOCITY,58.8080000,0.0044101,-0.0092363,1.7836409
MsgID.STATE,0.0000000,True,True
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3970130,37.7920825,38.0700000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0100000,1.8400000
